1644516033203	PolyGesture	ExperimentStarted	Raffaele
1644516141511	PolyGesture	InputEvent	BeginBatchEdit

1644516141513	PolyGesture	InputEvent	BeginBatchEdit

1644516141515	PolyGesture	InputEvent	BeginBatchEdit

1644516141518	PolyGesture	InputEvent	BeginBatchEdit

1644516141518	PolyGesture	InputEvent	BeginBatchEdit

1644516141519	PolyGesture	InputEvent	BeginBatchEdit

1644516141519	PolyGesture	InputEvent	BeginBatchEdit

1644516141534	PolyGesture	InputEvent	BeginBatchEdit

1644516141535	PolyGesture	InputEvent	BeginBatchEdit

1644516141535	PolyGesture	InputEvent	BeginBatchEdit

1644516141536	PolyGesture	InputEvent	BeginBatchEdit

1644516141739	PolyGesture	InputEvent	BeginBatchEdit

1644516141740	PolyGesture	InputEvent	BeginBatchEdit

1644516142169	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=121.0, y[0]=646.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90336300, downTime=90336300, deviceId=6, source=0x1002, displayId=0 }
1644516142271	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=121.0, y[0]=646.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90336403, downTime=90336300, deviceId=6, source=0x1002, displayId=0 }
1644516142275	PolyGesture	InputEvent	SelectionChanged 371 371

1644516142291	PolyGesture	InputEvent	BeginBatchEdit

1644516142318	PolyGesture	InputEvent	BeginBatchEdit

1644516142525	PolyGesture	InputEvent	BeginBatchEdit

1644516142526	PolyGesture	InputEvent	BeginBatchEdit

1644516142552	PolyGesture	InputEvent	BeginBatchEdit

1644516143038	PolyGesture	InputEvent	SelectionChanged 370 370

1644516143057	PolyGesture	InputEvent	BeginBatchEdit

1644516143064	PolyGesture	InputEvent	BeginBatchEdit

1644516143267	PolyGesture	InputEvent	BeginBatchEdit

1644516143269	PolyGesture	InputEvent	BeginBatchEdit

1644516143297	PolyGesture	InputEvent	BeginBatchEdit

1644516144694	PolyGesture	InputEvent	BeginBatchEdit

1644516144706	PolyGesture	InputEvent	SelectionChanged 0 0

1644516144709	PolyGesture	TaskCompleted	Sposta frase in 24"550 seconds (at 90338841, effective time: 23"205)

***************************************


1644516144717	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516144721	PolyGesture	InputEvent	SelectionChanged 380 380

1644516144722	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 10

1644516144727	PolyGesture	InputEvent	SelectionChanged 380 380

1644516144767	PolyGesture	InputEvent	BeginBatchEdit

1644516144771	PolyGesture	InputEvent	BeginBatchEdit

1644516144772	PolyGesture	InputEvent	BeginBatchEdit

1644516144773	PolyGesture	InputEvent	BeginBatchEdit

1644516144786	PolyGesture	InputEvent	BeginBatchEdit

1644516144786	PolyGesture	InputEvent	BeginBatchEdit

1644516144787	PolyGesture	InputEvent	BeginBatchEdit

1644516144787	PolyGesture	InputEvent	BeginBatchEdit

1644516144806	PolyGesture	InputEvent	BeginBatchEdit

1644516144807	PolyGesture	InputEvent	BeginBatchEdit

1644516144808	PolyGesture	InputEvent	BeginBatchEdit

1644516144810	PolyGesture	InputEvent	BeginBatchEdit

1644516144813	PolyGesture	InputEvent	BeginBatchEdit

1644516144814	PolyGesture	InputEvent	BeginBatchEdit

1644516144815	PolyGesture	InputEvent	BeginBatchEdit

1644516144815	PolyGesture	InputEvent	BeginBatchEdit

1644516144827	PolyGesture	InputEvent	BeginBatchEdit

1644516144828	PolyGesture	InputEvent	BeginBatchEdit

1644516144840	PolyGesture	InputEvent	BeginBatchEdit

1644516144840	PolyGesture	InputEvent	BeginBatchEdit

1644516145029	PolyGesture	InputEvent	BeginBatchEdit

1644516145032	PolyGesture	InputEvent	BeginBatchEdit

1644516146061	PolyGesture	InputEvent	BeginBatchEdit

1644516146070	PolyGesture	InputEvent	BeginBatchEdit

1644516146481	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90340610, downTime=90340610, deviceId=-1, source=0x101, displayId=0 }

1644516146484	PolyGesture	InputEvent	BeginBatchEdit

1644516146526	PolyGesture	InputEvent	WindowFocusChanged false

1644516146553	PolyGesture	InputEvent	BeginBatchEdit

1644516146554	PolyGesture	InputEvent	BeginBatchEdit

1644516147484	PolyGesture	InputEvent	SelectionChanged 0 0

1644516147485	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516147489	PolyGesture	InputEvent	SelectionChanged 0 0

1644516147490	PolyGesture	InputEvent	SelectionChanged 0 0

1644516147491	PolyGesture	TaskStarted	Correggi testo

1644516147491	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 519 519

1644516147495	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warXm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 0 519

1644516147498	PolyGesture	InputEvent	SelectionChanged 519 519

1644516147510	PolyGesture	InputEvent	FocusChanged true 130 null

1644516147533	PolyGesture	InputEvent	WindowFocusChanged true

1644516147540	PolyGesture	InputEvent	BeginBatchEdit

1644516147541	PolyGesture	InputEvent	BeginBatchEdit

1644516148677	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=626.0, y[0]=121.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90342799, downTime=90342799, deviceId=6, source=0x1002, displayId=0 }
1644516148750	PolyGesture	InputEvent	TouchEvent (cursorPosition=519): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=626.0, y[0]=121.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90342872, downTime=90342799, deviceId=6, source=0x1002, displayId=0 }
1644516148758	PolyGesture	InputEvent	SelectionChanged 75 75

1644516148773	PolyGesture	InputEvent	BeginBatchEdit

1644516148823	PolyGesture	InputEvent	BeginBatchEdit

1644516148823	PolyGesture	InputEvent	BeginBatchEdit

1644516148824	PolyGesture	InputEvent	BeginBatchEdit

1644516148839	PolyGesture	InputEvent	BeginBatchEdit

1644516148881	PolyGesture	InputEvent	BeginBatchEdit

1644516148892	PolyGesture	InputEvent	BeginBatchEdit

1644516148928	PolyGesture	InputEvent	BeginBatchEdit

1644516148929	PolyGesture	InputEvent	BeginBatchEdit

1644516148930	PolyGesture	InputEvent	BeginBatchEdit

1644516148939	PolyGesture	InputEvent	BeginBatchEdit

1644516149119	PolyGesture	InputEvent	BeginBatchEdit

1644516149121	PolyGesture	InputEvent	BeginBatchEdit

1644516149483	PolyGesture	InputEvent	TouchEvent (cursorPosition=75): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=609.0, y[0]=109.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90343606, downTime=90343606, deviceId=6, source=0x1002, displayId=0 }
1644516149585	PolyGesture	InputEvent	TouchEvent (cursorPosition=75): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=609.0, y[0]=109.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90343717, downTime=90343606, deviceId=6, source=0x1002, displayId=0 }
1644516149603	PolyGesture	InputEvent	SelectionChanged 29 29

1644516149625	PolyGesture	InputEvent	BeginBatchEdit

1644516149644	PolyGesture	InputEvent	BeginBatchEdit

1644516149854	PolyGesture	InputEvent	BeginBatchEdit

1644516149855	PolyGesture	InputEvent	BeginBatchEdit

1644516149875	PolyGesture	InputEvent	BeginBatchEdit

1644516150422	PolyGesture	InputEvent	SelectionChanged 30 30

1644516150439	PolyGesture	InputEvent	BeginBatchEdit

1644516150445	PolyGesture	InputEvent	BeginBatchEdit

1644516150646	PolyGesture	InputEvent	BeginBatchEdit

1644516150648	PolyGesture	InputEvent	BeginBatchEdit

1644516151393	PolyGesture	InputEvent	BeginBatchEdit

1644516151424	PolyGesture	InputEvent	SelectionChanged 0 0

1644516151426	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 518 518

1644516151432	PolyGesture	InputEvent	SelectionChanged 29 29

1644516151432	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 29 1 0

1644516151436	PolyGesture	InputEvent	SelectionChanged 29 29

1644516151445	PolyGesture	InputEvent	BeginBatchEdit

1644516151449	PolyGesture	InputEvent	BeginBatchEdit

1644516151451	PolyGesture	InputEvent	BeginBatchEdit

1644516151452	PolyGesture	InputEvent	BeginBatchEdit

1644516151464	PolyGesture	InputEvent	BeginBatchEdit

1644516151466	PolyGesture	InputEvent	BeginBatchEdit

1644516151467	PolyGesture	InputEvent	BeginBatchEdit

1644516151468	PolyGesture	InputEvent	BeginBatchEdit

1644516151469	PolyGesture	InputEvent	BeginBatchEdit

1644516151472	PolyGesture	InputEvent	BeginBatchEdit

1644516151472	PolyGesture	InputEvent	BeginBatchEdit

1644516151473	PolyGesture	InputEvent	BeginBatchEdit

1644516151673	PolyGesture	InputEvent	BeginBatchEdit

1644516151675	PolyGesture	InputEvent	BeginBatchEdit

1644516152089	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=743.0, y[0]=387.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90346211, downTime=90346211, deviceId=6, source=0x1002, displayId=0 }
1644516152154	PolyGesture	InputEvent	TouchEvent (cursorPosition=29): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=743.0, y[0]=387.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90346285, downTime=90346211, deviceId=6, source=0x1002, displayId=0 }
1644516152164	PolyGesture	InputEvent	SelectionChanged 301 301

1644516152190	PolyGesture	InputEvent	BeginBatchEdit

1644516152222	PolyGesture	InputEvent	BeginBatchEdit

1644516152271	PolyGesture	InputEvent	TouchEvent (cursorPosition=301): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=740.0, y[0]=401.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90346397, downTime=90346397, deviceId=6, source=0x1002, displayId=0 }
1644516152287	PolyGesture	InputEvent	SelectionChanged 295 302

1644516152300	PolyGesture	InputEvent	BeginBatchEdit

1644516152302	PolyGesture	InputEvent	BeginBatchEdit

1644516152306	PolyGesture	InputEvent	TouchEvent (cursorPosition=295): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=740.0, y[0]=401.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90346438, downTime=90346397, deviceId=6, source=0x1002, displayId=0 }
1644516152520	PolyGesture	InputEvent	BeginBatchEdit

1644516152520	PolyGesture	InputEvent	BeginBatchEdit

1644516152549	PolyGesture	InputEvent	BeginBatchEdit

1644516152964	PolyGesture	InputEvent	TouchEvent (cursorPosition=295): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=784.0, y[0]=380.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90347088, downTime=90347088, deviceId=6, source=0x1002, displayId=0 }
1644516153052	PolyGesture	InputEvent	TouchEvent (cursorPosition=295): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=784.0, y[0]=380.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90347184, downTime=90347088, deviceId=6, source=0x1002, displayId=0 }
1644516153072	PolyGesture	InputEvent	SelectionChanged 259 259

1644516153089	PolyGesture	InputEvent	BeginBatchEdit

1644516153110	PolyGesture	InputEvent	BeginBatchEdit

1644516153123	PolyGesture	InputEvent	TouchEvent (cursorPosition=259): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=767.0, y[0]=379.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90347254, downTime=90347254, deviceId=6, source=0x1002, displayId=0 }
1644516153137	PolyGesture	InputEvent	SelectionChanged 256 260

1644516153148	PolyGesture	InputEvent	BeginBatchEdit

1644516153150	PolyGesture	InputEvent	BeginBatchEdit

1644516153207	PolyGesture	InputEvent	TouchEvent (cursorPosition=256): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=767.0, y[0]=379.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90347339, downTime=90347254, deviceId=6, source=0x1002, displayId=0 }
1644516153393	PolyGesture	InputEvent	BeginBatchEdit

1644516154112	PolyGesture	InputEvent	BeginBatchEdit

1644516154145	PolyGesture	InputEvent	SelectionChanged 260 260

1644516154155	PolyGesture	InputEvent	SelectionChanged 0 0

1644516154157	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 0 514 514

1644516154161	PolyGesture	InputEvent	SelectionChanged 256 256

1644516154162	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the village where he had little been so often lately was that no one knew who he was.' 256 4 0
