1647345523803	PolyGesture	ExperimentStarted	Raffaele bis
1647345810170	PolyGesture	InputEvent	BeginBatchEdit

1647345810370	PolyGesture	InputEvent	BeginBatchEdit

1647345813220	PolyGesture	InputEvent	BeginBatchEdit

1647345813227	PolyGesture	InputEvent	SelectionChanged 0 0

1647345813230	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
 be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 504 504

1647345813239	PolyGesture	InputEvent	SelectionChanged 273 273

1647345813240	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
 be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 273 10 0

1647345813243	PolyGesture	InputEvent	SelectionChanged 273 273

1647345813257	PolyGesture	InputEvent	BeginBatchEdit

1647345813260	PolyGesture	InputEvent	BeginBatchEdit

1647345813262	PolyGesture	InputEvent	BeginBatchEdit

1647345813263	PolyGesture	InputEvent	BeginBatchEdit

1647345813270	PolyGesture	InputEvent	BeginBatchEdit

1647345813273	PolyGesture	InputEvent	BeginBatchEdit

1647345813274	PolyGesture	InputEvent	BeginBatchEdit

1647345813276	PolyGesture	InputEvent	BeginBatchEdit

1647345813477	PolyGesture	InputEvent	BeginBatchEdit

1647345814455	PolyGesture	InputEvent	TouchEvent (cursorPosition=273): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=708.0, y[0]=370.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427482661, downTime=427482661, deviceId=6, source=0x1002, displayId=0 }
1647345814548	PolyGesture	InputEvent	TouchEvent (cursorPosition=273): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=708.0, y[0]=370.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427482764, downTime=427482661, deviceId=6, source=0x1002, displayId=0 }
1647345814557	PolyGesture	InputEvent	SelectionChanged 308 308

1647345814576	PolyGesture	InputEvent	BeginBatchEdit

1647345814613	PolyGesture	InputEvent	BeginBatchEdit

1647345814805	PolyGesture	InputEvent	BeginBatchEdit

1647345819820	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=689.0, y[0]=365.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427488025, downTime=427488025, deviceId=6, source=0x1002, displayId=0 }
1647345819891	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=689.0, y[0]=365.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427488106, downTime=427488025, deviceId=6, source=0x1002, displayId=0 }
1647345819899	PolyGesture	InputEvent	SelectionChanged 306 306

1647345819924	PolyGesture	InputEvent	BeginBatchEdit

1647345819957	PolyGesture	InputEvent	BeginBatchEdit

1647345820149	PolyGesture	InputEvent	BeginBatchEdit

1647345820540	PolyGesture	InputEvent	TouchEvent (cursorPosition=306): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=722.0, y[0]=371.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427488747, downTime=427488747, deviceId=6, source=0x1002, displayId=0 }
1647345820603	PolyGesture	InputEvent	TouchEvent (cursorPosition=306): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=722.0, y[0]=371.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427488819, downTime=427488747, deviceId=6, source=0x1002, displayId=0 }
1647345820619	PolyGesture	InputEvent	SelectionChanged 309 309

1647345820649	PolyGesture	InputEvent	BeginBatchEdit

1647345820678	PolyGesture	InputEvent	BeginBatchEdit

1647345820884	PolyGesture	InputEvent	BeginBatchEdit

1647345823872	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=672.0, y[0]=390.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427492077, downTime=427492077, deviceId=6, source=0x1002, displayId=0 }
1647345823972	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=672.0, y[0]=390.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427492188, downTime=427492077, deviceId=6, source=0x1002, displayId=0 }
1647345823987	PolyGesture	InputEvent	SelectionChanged 358 358

1647345824010	PolyGesture	InputEvent	BeginBatchEdit

1647345824045	PolyGesture	InputEvent	BeginBatchEdit

1647345824237	PolyGesture	InputEvent	BeginBatchEdit

1647345824772	PolyGesture	InputEvent	TouchEvent (cursorPosition=358): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=702.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427492972, downTime=427492972, deviceId=6, source=0x1002, displayId=0 }
1647345824859	PolyGesture	InputEvent	TouchEvent (cursorPosition=358): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=702.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427493075, downTime=427492972, deviceId=6, source=0x1002, displayId=0 }
1647345824876	PolyGesture	InputEvent	SelectionChanged 307 307

1647345824903	PolyGesture	InputEvent	BeginBatchEdit

1647345824938	PolyGesture	InputEvent	BeginBatchEdit

1647345825150	PolyGesture	InputEvent	BeginBatchEdit

1647345827770	PolyGesture	InputEvent	BeginBatchEdit

1647345827774	PolyGesture	InputEvent	SelectionChanged 0 0

1647345827778	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
 be when remembered how pleased heHe used to he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1647345827786	PolyGesture	InputEvent	SelectionChanged 317 317

1647345827787	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
 be when remembered how pleased heHe used to he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 307 0 10

1647345827790	PolyGesture	InputEvent	SelectionChanged 317 317

1647345827809	PolyGesture	InputEvent	BeginBatchEdit

1647345827812	PolyGesture	InputEvent	BeginBatchEdit

1647345827815	PolyGesture	InputEvent	BeginBatchEdit

1647345827816	PolyGesture	InputEvent	BeginBatchEdit

1647345827822	PolyGesture	InputEvent	BeginBatchEdit

1647345827825	PolyGesture	InputEvent	BeginBatchEdit

1647345827825	PolyGesture	InputEvent	BeginBatchEdit

1647345827827	PolyGesture	InputEvent	BeginBatchEdit

1647345828028	PolyGesture	InputEvent	BeginBatchEdit

1647345831494	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=427499705, downTime=427499705, deviceId=-1, source=0x101, displayId=0 }

1647345831497	PolyGesture	InputEvent	BeginBatchEdit

1647345831541	PolyGesture	InputEvent	WindowFocusChanged false

1647345831569	PolyGesture	InputEvent	BeginBatchEdit

1647345831570	PolyGesture	InputEvent	BeginBatchEdit

1647345834324	PolyGesture	InputEvent	SelectionChanged 0 0

1647345834325	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647345834329	PolyGesture	InputEvent	SelectionChanged 0 0

1647345834330	PolyGesture	InputEvent	SelectionChanged 0 0

1647345834330	PolyGesture	TaskStarted	Sposta frase

1647345834331	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345834335	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647345834338	PolyGesture	InputEvent	SelectionChanged 513 513

1647345834351	PolyGesture	InputEvent	FocusChanged true 130 null

1647345834375	PolyGesture	InputEvent	WindowFocusChanged true

1647345834382	PolyGesture	InputEvent	BeginBatchEdit

1647345834383	PolyGesture	InputEvent	BeginBatchEdit

1647345839204	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=145.0, y[0]=267.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427507419, downTime=427507419, deviceId=6, source=0x1002, displayId=0 }
1647345839512	PolyGesture	InputEvent	SelectionChanged 211 213

1647345839716	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=145.0, y[0]=267.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427507932, downTime=427507419, deviceId=6, source=0x1002, displayId=0 }
1647345839810	PolyGesture	InputEvent	BeginBatchEdit

1647345839967	PolyGesture	InputEvent	BeginBatchEdit

1647345839968	PolyGesture	InputEvent	BeginBatchEdit

1647345840564	PolyGesture	InputEvent	SelectionChanged 211 214

1647345840591	PolyGesture	InputEvent	BeginBatchEdit

1647345840601	PolyGesture	InputEvent	SelectionChanged 211 215

1647345840619	PolyGesture	InputEvent	BeginBatchEdit

1647345840621	PolyGesture	InputEvent	BeginBatchEdit

1647345840624	PolyGesture	InputEvent	BeginBatchEdit

1647345840642	PolyGesture	InputEvent	SelectionChanged 211 216

1647345840653	PolyGesture	InputEvent	BeginBatchEdit

1647345840666	PolyGesture	InputEvent	BeginBatchEdit

1647345840720	PolyGesture	InputEvent	SelectionChanged 211 217

1647345840739	PolyGesture	InputEvent	BeginBatchEdit

1647345840747	PolyGesture	InputEvent	BeginBatchEdit

1647345840949	PolyGesture	InputEvent	BeginBatchEdit

1647345841054	PolyGesture	InputEvent	SelectionChanged 211 218

1647345841069	PolyGesture	InputEvent	BeginBatchEdit

1647345841080	PolyGesture	InputEvent	BeginBatchEdit

1647345841281	PolyGesture	InputEvent	BeginBatchEdit

1647345844886	PolyGesture	InputEvent	SelectionChanged 210 218

1647345844902	PolyGesture	InputEvent	BeginBatchEdit

1647345844919	PolyGesture	InputEvent	BeginBatchEdit

1647345845120	PolyGesture	InputEvent	BeginBatchEdit

1647345846806	PolyGesture	InputEvent	BeginBatchEdit

1647345846820	PolyGesture	InputEvent	SelectionChanged 0 0

1647345846823	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1647345846831	PolyGesture	InputEvent	SelectionChanged 210 210

1647345846832	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 210 8 0

1647345846835	PolyGesture	InputEvent	SelectionChanged 210 210

1647345846855	PolyGesture	InputEvent	BeginBatchEdit

1647345846859	PolyGesture	InputEvent	BeginBatchEdit

1647345846866	PolyGesture	InputEvent	BeginBatchEdit

1647345846867	PolyGesture	InputEvent	BeginBatchEdit

1647345846877	PolyGesture	InputEvent	BeginBatchEdit

1647345846881	PolyGesture	InputEvent	BeginBatchEdit

1647345846881	PolyGesture	InputEvent	BeginBatchEdit

1647345846885	PolyGesture	InputEvent	BeginBatchEdit

1647345847086	PolyGesture	InputEvent	BeginBatchEdit

1647345848359	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=288.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427516559, downTime=427516559, deviceId=6, source=0x1002, displayId=0 }
1647345848440	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=288.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427516656, downTime=427516559, deviceId=6, source=0x1002, displayId=0 }
1647345848447	PolyGesture	InputEvent	SelectionChanged 221 221

1647345848478	PolyGesture	InputEvent	BeginBatchEdit

1647345848524	PolyGesture	InputEvent	BeginBatchEdit

1647345848723	PolyGesture	InputEvent	BeginBatchEdit

1647345850861	PolyGesture	InputEvent	TouchEvent (cursorPosition=221): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=288.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427519063, downTime=427519063, deviceId=6, source=0x1002, displayId=0 }
1647345850928	PolyGesture	InputEvent	TouchEvent (cursorPosition=221): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=288.0, y[0]=266.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427519143, downTime=427519063, deviceId=6, source=0x1002, displayId=0 }
1647345852105	PolyGesture	InputEvent	TouchEvent (cursorPosition=221): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=291.0, y[0]=252.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427520310, downTime=427520310, deviceId=6, source=0x1002, displayId=0 }
1647345852198	PolyGesture	InputEvent	TouchEvent (cursorPosition=221): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=291.0, y[0]=252.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427520414, downTime=427520310, deviceId=6, source=0x1002, displayId=0 }
