1643970999411	PolyGesture	ExperimentStarted	Francesca
1643971101979	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 498 498

1643971101984	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 498

1643971101988	PolyGesture	InputEvent	SelectionChanged 275 275

1643971102019	PolyGesture	InputEvent	BeginBatchEdit

1643971102022	PolyGesture	InputEvent	BeginBatchEdit

1643971102023	PolyGesture	InputEvent	BeginBatchEdit

1643971102026	PolyGesture	InputEvent	BeginBatchEdit

1643971102028	PolyGesture	InputEvent	BeginBatchEdit

1643971102040	PolyGesture	InputEvent	BeginBatchEdit

1643971102041	PolyGesture	InputEvent	BeginBatchEdit

1643971102041	PolyGesture	InputEvent	BeginBatchEdit

1643971102066	PolyGesture	InputEvent	BeginBatchEdit

1643971102066	PolyGesture	InputEvent	BeginBatchEdit

1643971102068	PolyGesture	InputEvent	BeginBatchEdit

1643971102069	PolyGesture	InputEvent	BeginBatchEdit

1643971102103	PolyGesture	InputEvent	BeginBatchEdit

1643971102104	PolyGesture	InputEvent	BeginBatchEdit

1643971102104	PolyGesture	InputEvent	BeginBatchEdit

1643971102107	PolyGesture	InputEvent	BeginBatchEdit

1643971102108	PolyGesture	InputEvent	BeginBatchEdit

1643971102109	PolyGesture	InputEvent	BeginBatchEdit

1643971102109	PolyGesture	InputEvent	BeginBatchEdit

1643971102309	PolyGesture	InputEvent	BeginBatchEdit

1643971102930	PolyGesture	InputEvent	TouchEvent (cursorPosition=275): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=953.0, y[0]=698.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82306707, downTime=82306707, deviceId=6, source=0x1002, displayId=0 }
1643971102973	PolyGesture	InputEvent	TouchEvent (cursorPosition=275): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=953.0, y[0]=698.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82306754, downTime=82306707, deviceId=6, source=0x1002, displayId=0 }
1643971102977	PolyGesture	InputEvent	SelectionChanged 301 301

1643971102992	PolyGesture	InputEvent	BeginBatchEdit

1643971103011	PolyGesture	InputEvent	BeginBatchEdit

1643971103216	PolyGesture	InputEvent	BeginBatchEdit

1643971103218	PolyGesture	InputEvent	BeginBatchEdit

1643971103243	PolyGesture	InputEvent	BeginBatchEdit

1643971103848	PolyGesture	InputEvent	BeginBatchEdit

1643971103864	PolyGesture	InputEvent	SelectionChanged 0 0

1643971103867	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased heused to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1643971103871	PolyGesture	InputEvent	SelectionChanged 316 316

1643971103872	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased heused to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 301 0 15

1643971103876	PolyGesture	InputEvent	SelectionChanged 316 316

1643971103893	PolyGesture	InputEvent	BeginBatchEdit

1643971103895	PolyGesture	InputEvent	BeginBatchEdit

1643971103895	PolyGesture	InputEvent	BeginBatchEdit

1643971103918	PolyGesture	InputEvent	BeginBatchEdit

1643971103919	PolyGesture	InputEvent	BeginBatchEdit

1643971103919	PolyGesture	InputEvent	BeginBatchEdit

1643971103920	PolyGesture	InputEvent	BeginBatchEdit

1643971103920	PolyGesture	InputEvent	BeginBatchEdit

1643971103944	PolyGesture	InputEvent	BeginBatchEdit

1643971103944	PolyGesture	InputEvent	BeginBatchEdit

1643971103946	PolyGesture	InputEvent	BeginBatchEdit

1643971103948	PolyGesture	InputEvent	BeginBatchEdit

1643971103950	PolyGesture	InputEvent	BeginBatchEdit

1643971103950	PolyGesture	InputEvent	BeginBatchEdit

1643971103977	PolyGesture	InputEvent	BeginBatchEdit

1643971103977	PolyGesture	InputEvent	BeginBatchEdit

1643971103980	PolyGesture	InputEvent	BeginBatchEdit

1643971103981	PolyGesture	InputEvent	BeginBatchEdit

1643971103997	PolyGesture	InputEvent	BeginBatchEdit

1643971103997	PolyGesture	InputEvent	BeginBatchEdit

1643971104184	PolyGesture	InputEvent	BeginBatchEdit

1643971104185	PolyGesture	InputEvent	BeginBatchEdit

1643971104969	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=129.0, y[0]=755.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82308748, downTime=82308748, deviceId=6, source=0x1002, displayId=0 }
1643971105016	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=129.0, y[0]=755.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82308797, downTime=82308748, deviceId=6, source=0x1002, displayId=0 }
1643971105026	PolyGesture	InputEvent	SelectionChanged 301 301

1643971105048	PolyGesture	InputEvent	BeginBatchEdit

1643971105069	PolyGesture	InputEvent	BeginBatchEdit

1643971105276	PolyGesture	InputEvent	BeginBatchEdit

1643971105278	PolyGesture	InputEvent	BeginBatchEdit

1643971105305	PolyGesture	InputEvent	BeginBatchEdit

1643971106304	PolyGesture	InputEvent	BeginBatchEdit

1643971106315	PolyGesture	InputEvent	SelectionChanged 0 0

1643971106317	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1643971106322	PolyGesture	InputEvent	SelectionChanged 302 302

1643971106323	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 301 0 1

1643971106327	PolyGesture	InputEvent	SelectionChanged 302 302

1643971106345	PolyGesture	InputEvent	BeginBatchEdit

1643971106347	PolyGesture	InputEvent	BeginBatchEdit

1643971106348	PolyGesture	InputEvent	BeginBatchEdit

1643971106349	PolyGesture	InputEvent	BeginBatchEdit

1643971106369	PolyGesture	InputEvent	BeginBatchEdit

1643971106369	PolyGesture	InputEvent	BeginBatchEdit

1643971106371	PolyGesture	InputEvent	BeginBatchEdit

1643971106371	PolyGesture	InputEvent	BeginBatchEdit

1643971106390	PolyGesture	InputEvent	BeginBatchEdit

1643971106391	PolyGesture	InputEvent	BeginBatchEdit

1643971106392	PolyGesture	InputEvent	BeginBatchEdit

1643971106395	PolyGesture	InputEvent	BeginBatchEdit

1643971106397	PolyGesture	InputEvent	BeginBatchEdit

1643971106397	PolyGesture	InputEvent	BeginBatchEdit

1643971106411	PolyGesture	InputEvent	BeginBatchEdit

1643971106412	PolyGesture	InputEvent	BeginBatchEdit

1643971106413	PolyGesture	InputEvent	BeginBatchEdit

1643971106414	PolyGesture	InputEvent	BeginBatchEdit

1643971106436	PolyGesture	InputEvent	BeginBatchEdit

1643971106436	PolyGesture	InputEvent	BeginBatchEdit

1643971106616	PolyGesture	InputEvent	BeginBatchEdit

1643971106618	PolyGesture	InputEvent	BeginBatchEdit

1643971109257	PolyGesture	InputEvent	TouchEvent (cursorPosition=302): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=704.0, y[0]=903.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82313022, downTime=82313022, deviceId=6, source=0x1002, displayId=0 }
1643971109304	PolyGesture	InputEvent	TouchEvent (cursorPosition=302): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=704.0, y[0]=903.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82313085, downTime=82313022, deviceId=6, source=0x1002, displayId=0 }
1643971109318	PolyGesture	InputEvent	SelectionChanged 393 393

1643971109338	PolyGesture	InputEvent	BeginBatchEdit

1643971109369	PolyGesture	InputEvent	BeginBatchEdit

1643971109564	PolyGesture	InputEvent	BeginBatchEdit

1643971109566	PolyGesture	InputEvent	BeginBatchEdit

1643971109601	PolyGesture	InputEvent	BeginBatchEdit

1643971110265	PolyGesture	InputEvent	SelectionChanged 392 392

1643971110296	PolyGesture	InputEvent	BeginBatchEdit

1643971110311	PolyGesture	InputEvent	BeginBatchEdit

1643971110513	PolyGesture	InputEvent	BeginBatchEdit

1643971110515	PolyGesture	InputEvent	BeginBatchEdit

1643971110540	PolyGesture	InputEvent	BeginBatchEdit

1643971111375	PolyGesture	InputEvent	TouchEvent (cursorPosition=392): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=444.0, y[0]=929.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82315147, downTime=82315147, deviceId=6, source=0x1002, displayId=0 }
1643971111414	PolyGesture	InputEvent	TouchEvent (cursorPosition=392): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=444.0, y[0]=929.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82315195, downTime=82315147, deviceId=6, source=0x1002, displayId=0 }
1643971111430	PolyGesture	InputEvent	SelectionChanged 383 383

1643971111432	PolyGesture	InputEvent	SelectionChanged 392 383

1643971111445	PolyGesture	InputEvent	BeginBatchEdit

1643971111447	PolyGesture	InputEvent	BeginBatchEdit

1643971111448	PolyGesture	InputEvent	BeginBatchEdit

1643971111449	PolyGesture	InputEvent	BeginBatchEdit

1643971111650	PolyGesture	InputEvent	BeginBatchEdit

1643971111652	PolyGesture	InputEvent	BeginBatchEdit

1643971111678	PolyGesture	InputEvent	BeginBatchEdit

1643971112023	PolyGesture	InputEvent	SelectionChanged 392 382

1643971112037	PolyGesture	InputEvent	BeginBatchEdit

1643971112040	PolyGesture	InputEvent	BeginBatchEdit

1643971112242	PolyGesture	InputEvent	BeginBatchEdit

1643971112870	PolyGesture	InputEvent	BeginBatchEdit

1643971112877	PolyGesture	InputEvent	SelectionChanged 0 0

1643971112883	PolyGesture	InputEvent	BeginBatchEdit

1643971112887	PolyGesture	InputEvent	SelectionChanged 0 0

1643971112889	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 504 504

1643971112895	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 504

1643971112899	PolyGesture	InputEvent	SelectionChanged 382 382

1643971112945	PolyGesture	InputEvent	BeginBatchEdit

1643971112947	PolyGesture	InputEvent	BeginBatchEdit

1643971112948	PolyGesture	InputEvent	BeginBatchEdit

1643971112963	PolyGesture	InputEvent	BeginBatchEdit

1643971112965	PolyGesture	InputEvent	BeginBatchEdit

1643971112965	PolyGesture	InputEvent	BeginBatchEdit

1643971112966	PolyGesture	InputEvent	BeginBatchEdit

1643971112967	PolyGesture	InputEvent	BeginBatchEdit

1643971112985	PolyGesture	InputEvent	BeginBatchEdit

1643971112986	PolyGesture	InputEvent	BeginBatchEdit

1643971112988	PolyGesture	InputEvent	BeginBatchEdit

1643971112990	PolyGesture	InputEvent	BeginBatchEdit

1643971112991	PolyGesture	InputEvent	BeginBatchEdit

1643971113010	PolyGesture	InputEvent	BeginBatchEdit

1643971113012	PolyGesture	InputEvent	BeginBatchEdit

1643971113014	PolyGesture	InputEvent	BeginBatchEdit

1643971113016	PolyGesture	InputEvent	BeginBatchEdit

1643971113034	PolyGesture	InputEvent	BeginBatchEdit

1643971113036	PolyGesture	InputEvent	BeginBatchEdit

1643971113037	PolyGesture	InputEvent	BeginBatchEdit

1643971113038	PolyGesture	InputEvent	BeginBatchEdit

1643971113239	PolyGesture	InputEvent	BeginBatchEdit

1643971113240	PolyGesture	InputEvent	BeginBatchEdit

1643971113561	PolyGesture	InputEvent	TouchEvent (cursorPosition=382): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=134.0, y[0]=907.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82317339, downTime=82317339, deviceId=6, source=0x1002, displayId=0 }
1643971113592	PolyGesture	InputEvent	TouchEvent (cursorPosition=382): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=134.0, y[0]=907.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82317373, downTime=82317339, deviceId=6, source=0x1002, displayId=0 }
1643971113601	PolyGesture	InputEvent	SelectionChanged 371 371

1643971113628	PolyGesture	InputEvent	BeginBatchEdit

1643971113654	PolyGesture	InputEvent	BeginBatchEdit

1643971113864	PolyGesture	InputEvent	BeginBatchEdit

1643971113865	PolyGesture	InputEvent	BeginBatchEdit

1643971113892	PolyGesture	InputEvent	BeginBatchEdit

1643971114332	PolyGesture	InputEvent	BeginBatchEdit

1643971114343	PolyGesture	InputEvent	SelectionChanged 0 0

1643971114345	PolyGesture	TaskCompleted	Sposta frase in 25"061 seconds (at 82318126, effective time: 23"585)

***************************************


1643971114353	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1643971114360	PolyGesture	InputEvent	SelectionChanged 381 381

1643971114361	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He  remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
