1647340305115	PolyGesture	ExperimentStarted	Silvia
1647340548887	PolyGesture	InputEvent	BeginBatchEdit

1647340548891	PolyGesture	InputEvent	BeginBatchEdit

1647340548892	PolyGesture	InputEvent	BeginBatchEdit

1647340548904	PolyGesture	InputEvent	BeginBatchEdit

1647340548908	PolyGesture	InputEvent	BeginBatchEdit

1647340548908	PolyGesture	InputEvent	BeginBatchEdit

1647340548911	PolyGesture	InputEvent	BeginBatchEdit

1647340549113	PolyGesture	InputEvent	BeginBatchEdit

1647340551425	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422540621, downTime=422540621, deviceId=-1, source=0x101, displayId=0 }

1647340551428	PolyGesture	InputEvent	BeginBatchEdit

1647340551492	PolyGesture	InputEvent	WindowFocusChanged false

1647340551506	PolyGesture	InputEvent	BeginBatchEdit

1647340551506	PolyGesture	InputEvent	BeginBatchEdit

1647340552661	PolyGesture	InputEvent	SelectionChanged 0 0

1647340552662	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340552746	PolyGesture	InputEvent	SelectionChanged 0 0

1647340552748	PolyGesture	InputEvent	SelectionChanged 0 0

1647340552748	PolyGesture	TaskStarted	Sposta frase

1647340552749	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340552754	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647340552757	PolyGesture	InputEvent	SelectionChanged 513 513

1647340552778	PolyGesture	InputEvent	FocusChanged true 130 null

1647340552800	PolyGesture	InputEvent	WindowFocusChanged true

1647340557227	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=243.0, y[0]=205.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422546417, downTime=422546417, deviceId=6, source=0x1002, displayId=0 }
1647340557299	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=243.0, y[0]=205.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422546499, downTime=422546417, deviceId=6, source=0x1002, displayId=0 }
1647340557308	PolyGesture	InputEvent	SelectionChanged 218 218

1647340557339	PolyGesture	InputEvent	BeginBatchEdit

1647340557340	PolyGesture	InputEvent	BeginBatchEdit

1647340557352	PolyGesture	InputEvent	BeginBatchEdit

1647340557364	PolyGesture	InputEvent	BeginBatchEdit

1647340557573	PolyGesture	InputEvent	BeginBatchEdit

1647340558776	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=117.0, y[0]=191.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422547973, downTime=422547973, deviceId=6, source=0x1002, displayId=0 }
1647340558867	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=117.0, y[0]=191.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422548067, downTime=422547973, deviceId=6, source=0x1002, displayId=0 }
1647340558883	PolyGesture	InputEvent	SelectionChanged 211 211

1647340558885	PolyGesture	InputEvent	SelectionChanged 218 211

1647340558914	PolyGesture	InputEvent	BeginBatchEdit

1647340558917	PolyGesture	InputEvent	BeginBatchEdit

1647340558918	PolyGesture	InputEvent	BeginBatchEdit

1647340558919	PolyGesture	InputEvent	BeginBatchEdit

1647340559120	PolyGesture	InputEvent	BeginBatchEdit

1647340559605	PolyGesture	InputEvent	SelectionChanged 218 210

1647340559624	PolyGesture	InputEvent	BeginBatchEdit

1647340559628	PolyGesture	InputEvent	BeginBatchEdit

1647340559830	PolyGesture	InputEvent	BeginBatchEdit

1647340560573	PolyGesture	InputEvent	BeginBatchEdit

1647340560579	PolyGesture	InputEvent	SelectionChanged 0 0

1647340560583	PolyGesture	InputEvent	BeginBatchEdit

1647340560586	PolyGesture	InputEvent	SelectionChanged 0 0

1647340560589	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1647340560596	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 505

1647340560600	PolyGesture	InputEvent	SelectionChanged 210 210

1647340560642	PolyGesture	InputEvent	BeginBatchEdit

1647340560646	PolyGesture	InputEvent	BeginBatchEdit

1647340560649	PolyGesture	InputEvent	BeginBatchEdit

1647340560650	PolyGesture	InputEvent	BeginBatchEdit

1647340560661	PolyGesture	InputEvent	BeginBatchEdit

1647340560663	PolyGesture	InputEvent	BeginBatchEdit

1647340560864	PolyGesture	InputEvent	BeginBatchEdit

1647340564657	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=283.0, y[0]=201.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422553849, downTime=422553849, deviceId=6, source=0x1002, displayId=0 }
1647340564722	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=283.0, y[0]=201.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422553923, downTime=422553849, deviceId=6, source=0x1002, displayId=0 }
1647340564731	PolyGesture	InputEvent	SelectionChanged 220 220

1647340564754	PolyGesture	InputEvent	BeginBatchEdit

1647340564789	PolyGesture	InputEvent	BeginBatchEdit

1647340564991	PolyGesture	InputEvent	BeginBatchEdit

1647340567113	PolyGesture	InputEvent	BeginBatchEdit

1647340567117	PolyGesture	InputEvent	SelectionChanged 0 0

1647340567121	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340567128	PolyGesture	InputEvent	SelectionChanged 228 228

1647340567129	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 220 0 8

1647340567132	PolyGesture	InputEvent	SelectionChanged 228 228

1647340567165	PolyGesture	InputEvent	BeginBatchEdit

1647340567169	PolyGesture	InputEvent	BeginBatchEdit

1647340567172	PolyGesture	InputEvent	BeginBatchEdit

1647340567173	PolyGesture	InputEvent	BeginBatchEdit

1647340567182	PolyGesture	InputEvent	BeginBatchEdit

1647340567184	PolyGesture	InputEvent	BeginBatchEdit

1647340567185	PolyGesture	InputEvent	BeginBatchEdit

1647340567188	PolyGesture	InputEvent	BeginBatchEdit

1647340567389	PolyGesture	InputEvent	BeginBatchEdit

1647340568784	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=378.0, y[0]=296.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422557975, downTime=422557975, deviceId=6, source=0x1002, displayId=0 }
1647340568856	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=378.0, y[0]=296.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422558056, downTime=422557975, deviceId=6, source=0x1002, displayId=0 }
1647340568865	PolyGesture	InputEvent	SelectionChanged 290 290

1647340568888	PolyGesture	InputEvent	BeginBatchEdit

1647340568932	PolyGesture	InputEvent	BeginBatchEdit

1647340569134	PolyGesture	InputEvent	BeginBatchEdit

1647340570190	PolyGesture	InputEvent	TouchEvent (cursorPosition=290): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=110.0, y[0]=298.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422559387, downTime=422559387, deviceId=6, source=0x1002, displayId=0 }
1647340570276	PolyGesture	InputEvent	TouchEvent (cursorPosition=290): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=110.0, y[0]=298.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422559476, downTime=422559387, deviceId=6, source=0x1002, displayId=0 }
1647340570297	PolyGesture	InputEvent	SelectionChanged 275 275

1647340570299	PolyGesture	InputEvent	SelectionChanged 290 275

1647340570314	PolyGesture	InputEvent	BeginBatchEdit

1647340570318	PolyGesture	InputEvent	BeginBatchEdit

1647340570319	PolyGesture	InputEvent	BeginBatchEdit

1647340570322	PolyGesture	InputEvent	BeginBatchEdit

1647340570523	PolyGesture	InputEvent	BeginBatchEdit

1647340571142	PolyGesture	InputEvent	SelectionChanged 290 274

1647340571162	PolyGesture	InputEvent	BeginBatchEdit

1647340571165	PolyGesture	InputEvent	BeginBatchEdit

1647340571367	PolyGesture	InputEvent	BeginBatchEdit

1647340571931	PolyGesture	InputEvent	BeginBatchEdit

1647340571936	PolyGesture	InputEvent	SelectionChanged 0 0

1647340571940	PolyGesture	InputEvent	BeginBatchEdit

1647340571943	PolyGesture	InputEvent	SelectionChanged 0 0

1647340571946	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 497 497

1647340571954	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 497

1647340571957	PolyGesture	InputEvent	SelectionChanged 274 274

1647340571992	PolyGesture	InputEvent	BeginBatchEdit

1647340571996	PolyGesture	InputEvent	BeginBatchEdit

1647340572000	PolyGesture	InputEvent	BeginBatchEdit

1647340572000	PolyGesture	InputEvent	BeginBatchEdit

1647340572010	PolyGesture	InputEvent	BeginBatchEdit

1647340572012	PolyGesture	InputEvent	BeginBatchEdit

1647340572212	PolyGesture	InputEvent	BeginBatchEdit

1647340574481	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=603.0, y[0]=297.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422563663, downTime=422563663, deviceId=6, source=0x1002, displayId=0 }
1647340574580	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=603.0, y[0]=297.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422563780, downTime=422563663, deviceId=6, source=0x1002, displayId=0 }
1647340574587	PolyGesture	InputEvent	SelectionChanged 301 301

1647340574615	PolyGesture	InputEvent	BeginBatchEdit

1647340574652	PolyGesture	InputEvent	BeginBatchEdit

1647340574852	PolyGesture	InputEvent	BeginBatchEdit

1647340575579	PolyGesture	InputEvent	SelectionChanged 300 300

1647340575601	PolyGesture	InputEvent	BeginBatchEdit

1647340575611	PolyGesture	InputEvent	BeginBatchEdit

1647340575814	PolyGesture	InputEvent	BeginBatchEdit

1647340575950	PolyGesture	InputEvent	BeginBatchEdit

1647340575959	PolyGesture	InputEvent	SelectionChanged 0 0

1647340575962	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340575970	PolyGesture	InputEvent	SelectionChanged 316 316

1647340575971	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
